id,name,serving_size,calories,protein_g,sodium_mg,fat_g,carbs_g,source
"147609370","","",3.9912956980641527,0,0.029999967665152852,0,0.9979989243274182,"raw"
"147609373","","",102.4437262573,6.66780064636843,113.39797017633384,4.513239213018087,7.824459942167035,"raw"
"147609379","","",168.31981857995092,6.735992739748987,134.7358547777345,13.475185476048923,5.894393646849232,"raw"
"147609382","","",13.22848574194915,0.07349992077962449,3.4499962814925778,0,2.5544972466877653,"raw"
"147609386","","",123.19986721156104,0,0,13.999984910404663,0,"raw"
"147609392","","",141.7475,0,283.495,0,0,"raw"
"147609394","","",243.23871,8.1022871,404.9952871,8.1022871,40.5000957,"raw"
"147609398","","",1.7924980679928828,0.19349979144023588,94.94989766020878,0.11399987712758083,0.11999987066061141,"raw"
"147609402","","",3.3999963353839897,0,30.59996701845591,0,0.8499990838459974,"raw"
"147609406","","",9.922325,0.1417475,21.262125,0.4252425,1.417475,"raw"
"147609409","","",0,0,569.9993856379042,0,0,"raw"
"147609415","","",35.571535125,1.472756525,2.83495,0.46209685,9.064752625,"raw"
"147609418","","",1.5905482856602955,0.06004993527641429,0.14999983832576425,0.08634990692953162,0.28314969481293434,"raw"
"147609422","","",1.322848574194915,0.04499995149772928,0.12499986527147021,0.0213999769344757,0.34459962858038906,"raw"
"147609425","","",0,0,0,0,0,"raw"
"147609428","","",112.26402,0,0,8.09945215,0,"raw"
"147609431","","",0,0,0,0,0,"raw"
"147609435","","",46.953859375,2.345921125,8.50485,0.103475675,10.309295675,"raw"
"147609438","","",13.199985772667254,0,0,0,3.529496195805233,"raw"
"148723595","","",603.6646425195,6.9572224455,357.8935283835,29.7318499695,76.9252626195,"raw"
"148723597","","",35.438292475,1.01207715,63.25623935,0,8.602655775,"raw"
"148723598","","",173.042966627076,3.153825175728,5.368459766037,2.20303964481,34.32103867704,"raw"
"148723599","","",280.66005,5.613201,673.58412,8.4198015,44.905608,"raw"
"148723600","","",326.4107849445,14.8462079075,147.286141815,26.0764087405,14.8462079075,"raw"
"148723601","","",52.610548508,0.14061352,2.341215108,5.779215672,0.38668718,"raw"
"148723602","","",54.01515282867,1.757839096794,27.596367179766,3.541277792085,5.46124767936,"raw"
"148723603","","",44.029608444823,1.522368149821,10.095256948813,2.270794949733,5.834327099314,"raw"
"148723604","","",198.0224765285,24.2327840565,249.9521834445,8.320408153,7.7214682665,"raw"
"148723606","","",209.65872725,7.37087,22.0275615,0.850485,42.184056,"raw"
"148723607","","",342.0310476,10.546014,409.253382,5.0802304,63.4348412,"raw"
"148723608","","",112.26402,0,0,8.09945215,0,"raw"
"156067323","","",112.5085344375,2.9766975,287.25130875,5.209220625,9.7486843125,"raw"
"156067325","","",110.189176794,3.784318056,17.748941562,2.091172518,20.195276616,"raw"
"156067327","","",180.2430309045,3.6240583325,249.9816669245,13.595116123,8.5997924755,"raw"
"156067329","","",28.1170341,0.89867915,8.9244226,0.9185238,4.0879979,"raw"
